V,-0.012,0.594,0.436,0.720,-0.231,-0.443,1.935,-0.603,-0.495,-0.515,2.108,0.515,-0.020,1.074,-1.049,0.123
S,-1.058,0.292,-1.053,0.278,-0.231,0.544,0.215,0.878,0.345,-0.515,-0.933,-0.927,-0.448,-0.866,1.678,0.123
C,-1.058,-1.826,-1.550,-1.491,-1.144,-0.443,0.215,0.878,0.765,-0.113,0.208,1.957,-0.877,0.427,0.120,1.359
H,-0.012,0.594,0.436,0.278,2.052,0.051,-0.215,0.508,-0.915,-0.515,-0.173,-0.447,2.124,-0.866,2.068,0.741
U,0.510,0.292,-0.060,0.278,0.226,0.544,-0.645,2.360,-0.495,-0.113,2.488,-0.447,-0.020,0.427,-1.438,0.123
P,1.033,0.897,0.436,0.278,0.226,0.051,1.075,0.138,-1.335,1.092,-0.553,-1.888,0.409,1.721,0.510,-0.495
Z,-0.535,0.292,-0.557,0.278,-0.687,0.051,-0.215,-0.233,3.285,0.690,-0.173,0.034,-1.306,-0.219,1.678,0.123
E,-0.535,-0.919,-0.060,-1.491,-0.687,0.051,-0.215,-0.974,1.185,1.092,0.208,0.515,-0.448,-0.219,0.120,0.123
N,0.510,0.594,0.932,0.278,0.226,-1.430,1.075,-0.603,-0.495,0.289,1.348,0.515,0.838,-0.219,-1.049,0.123
P,1.033,0.897,-0.060,0.278,-0.231,-0.937,0.645,0.508,-0.915,0.690,-0.553,-0.927,0.838,0.427,0.120,-0.495
H,-0.012,-0.616,-0.060,-0.607,0.226,0.051,-0.215,0.508,0.345,-0.515,-0.173,-0.447,-0.020,-0.219,-0.269,-1.114
T,1.033,1.200,0.436,1.162,0.682,-0.443,1.505,-0.603,0.765,1.092,0.968,-1.408,-0.448,2.367,-0.659,-2.350
B,0.510,-0.616,-0.060,1.162,0.226,0.051,0.645,1.989,1.185,-0.515,-0.553,-0.447,-0.448,-0.219,2.068,1.359
U,0.510,0.897,0.436,0.720,-0.687,0.051,-1.505,3.471,0.345,-0.515,3.248,0.034,-0.020,0.427,-1.438,0.123
S,-0.535,-0.919,-0.557,0.278,-0.687,0.544,0.215,0.508,1.605,-1.319,-0.553,-1.408,-1.306,-0.219,2.068,-0.495
F,0.510,-0.313,-0.060,1.162,-0.687,-2.911,2.795,0.138,-0.915,1.494,0.968,-1.408,-1.306,-0.219,-0.269,-1.114
J,-0.535,0.594,-0.557,0.720,0.226,1.038,-0.645,-1.344,0.345,1.092,-0.933,-0.447,-1.306,-1.512,-1.049,-1.114
R,-0.535,-0.313,-0.557,-0.607,0.226,-0.443,-0.215,0.138,-0.075,-0.515,-0.173,-0.447,-0.020,-0.866,0.120,0.741
E,-0.535,-1.524,-1.053,-0.607,-0.231,0.051,0.215,0.138,0.765,-0.515,-0.553,0.515,-0.448,-0.219,0.510,1.359
